Datetime,Open,High,Low,Close,Volume
2025-03-03 12:45:00,46490.0,46580.0,46490.0,46560.0,25200
2025-03-03 12:50:00,46560.0,46600.0,46560.0,46560.0,9200
2025-03-03 12:55:00,46570.0,46580.0,46520.0,46530.0,14100
2025-03-03 13:00:00,46530.0,46590.0,46530.0,46570.0,19300
2025-03-03 13:05:00,46560.0,46580.0,46520.0,46550.0,11100
2025-03-03 13:10:00,46550.0,46640.0,46550.0,46580.0,18900
2025-03-03 13:15:00,46580.0,46620.0,46580.0,46590.0,12800
2025-03-03 13:20:00,46590.0,46690.0,46570.0,46690.0,13100
2025-03-03 13:25:00,46700.0,46840.0,46700.0,46820.0,24900
2025-03-03 13:30:00,46820.0,46870.0,46810.0,46810.0,23000
2025-03-03 13:35:00,46830.0,46870.0,46760.0,46770.0,10800
2025-03-03 13:40:00,46770.0,46870.0,46750.0,46860.0,9000
2025-03-03 13:45:00,46860.0,46940.0,46860.0,46920.0,14200
2025-03-03 13:50:00,46930.0,46970.0,46920.0,46930.0,12100
2025-03-03 13:55:00,46930.0,46990.0,46930.0,46980.0,12900
2025-03-03 14:00:00,46960.0,46980.0,46940.0,46940.0,12500
2025-03-03 14:05:00,46940.0,46970.0,46940.0,46940.0,8400
2025-03-03 14:10:00,46930.0,46970.0,46930.0,46960.0,4700
2025-03-03 14:15:00,46970.0,47000.0,46960.0,46990.0,17500
2025-03-03 14:20:00,46990.0,46990.0,46940.0,46960.0,9800
2025-03-03 14:25:00,46970.0,46990.0,46960.0,46980.0,8900
2025-03-03 14:30:00,46980.0,46980.0,46930.0,46940.0,12500
2025-03-03 14:35:00,46950.0,46980.0,46940.0,46950.0,12500
2025-03-03 14:40:00,46950.0,46970.0,46940.0,46940.0,9100
2025-03-03 14:45:00,46940.0,46960.0,46930.0,46950.0,6400
2025-03-03 14:50:00,46960.0,47000.0,46950.0,46990.0,13100
2025-03-03 14:55:00,46990.0,47040.0,46950.0,47020.0,34000
2025-03-03 15:00:00,47020.0,47030.0,46960.0,46980.0,17100
2025-03-03 15:05:00,46970.0,46970.0,46800.0,46870.0,16000
2025-03-03 15:10:00,46880.0,46920.0,46860.0,46910.0,13200
2025-03-03 15:15:00,46920.0,46950.0,46890.0,46940.0,15400
2025-03-03 15:20:00,46940.0,46970.0,46870.0,46940.0,22300
2025-03-04 09:00:00,46300.0,46300.0,46300.0,46300.0,0
2025-03-04 09:05:00,46300.0,46600.0,46250.0,46250.0,31300
2025-03-04 09:10:00,46250.0,46270.0,46080.0,46100.0,24100
2025-03-04 09:15:00,46090.0,46380.0,46080.0,46360.0,16100
2025-03-04 09:20:00,46380.0,46430.0,46330.0,46430.0,12300
2025-03-04 09:25:00,46430.0,46430.0,46170.0,46210.0,11700
2025-03-04 09:30:00,46210.0,46300.0,46210.0,46270.0,7300
2025-03-04 09:35:00,46280.0,46370.0,46210.0,46340.0,9500
2025-03-04 09:40:00,46320.0,46340.0,46250.0,46260.0,8700
2025-03-04 09:45:00,46250.0,46250.0,46110.0,46150.0,18100
2025-03-04 09:50:00,46140.0,46220.0,46130.0,46180.0,11400
2025-03-04 09:55:00,46170.0,46190.0,46140.0,46190.0,9200
2025-03-04 10:00:00,46200.0,46220.0,46080.0,46100.0,14100
2025-03-04 10:05:00,46100.0,46130.0,46080.0,46110.0,6700
2025-03-04 10:10:00,46110.0,46160.0,46030.0,46030.0,20400
2025-03-04 10:15:00,46020.0,46040.0,45910.0,45920.0,28700
2025-03-04 10:20:00,45930.0,46030.0,45910.0,45970.0,11600
2025-03-04 10:25:00,45970.0,45980.0,45800.0,45840.0,27400
2025-03-04 10:30:00,45850.0,45850.0,45510.0,45560.0,48900
2025-03-04 10:35:00,45580.0,45630.0,45440.0,45620.0,27000
2025-03-04 10:40:00,45630.0,45680.0,45570.0,45580.0,21400
2025-03-04 10:45:00,45590.0,45710.0,45580.0,45660.0,16500
2025-03-04 10:50:00,45660.0,45660.0,45500.0,45580.0,13900
2025-03-04 10:55:00,45580.0,45650.0,45490.0,45530.0,15000
2025-03-04 11:00:00,45520.0,45710.0,45480.0,45510.0,18300
2025-03-04 11:05:00,45510.0,45660.0,45490.0,45640.0,10100
2025-03-04 11:10:00,45650.0,45860.0,45650.0,45820.0,15700
2025-03-04 11:15:00,45830.0,45840.0,45710.0,45740.0,11200
2025-03-04 11:20:00,45760.0,45830.0,45740.0,45780.0,5700
2025-03-04 11:25:00,45780.0,45790.0,45710.0,45710.0,6800
2025-03-04 11:30:00,45730.0,45730.0,45730.0,45730.0,10900
2025-03-04 12:30:00,45870.0,45900.0,45770.0,45800.0,38200
2025-03-04 12:35:00,45800.0,45800.0,45670.0,45670.0,13400
2025-03-04 12:40:00,45690.0,45720.0,45660.0,45690.0,12700
2025-03-04 12:45:00,45710.0,45720.0,45610.0,45650.0,13200
2025-03-04 12:50:00,45660.0,45670.0,45640.0,45660.0,7200
2025-03-04 12:55:00,45670.0,45720.0,45640.0,45670.0,9200
2025-03-04 13:00:00,45690.0,45720.0,45560.0,45580.0,17400
2025-03-04 13:05:00,45590.0,45590.0,45530.0,45560.0,8300
2025-03-04 13:10:00,45580.0,45610.0,45550.0,45550.0,7500
2025-03-04 13:15:00,45550.0,45570.0,45540.0,45570.0,6100
2025-03-04 13:20:00,45560.0,45630.0,45540.0,45600.0,8600
2025-03-04 13:25:00,45600.0,45630.0,45570.0,45610.0,7200
2025-03-04 13:30:00,45600.0,45660.0,45600.0,45650.0,5800
2025-03-04 13:35:00,45650.0,45650.0,45580.0,45600.0,6200
2025-03-04 13:40:00,45600.0,45620.0,45520.0,45520.0,11400
2025-03-04 13:45:00,45510.0,45530.0,45470.0,45510.0,26600
2025-03-04 13:50:00,45510.0,45540.0,45500.0,45540.0,5200
2025-03-04 13:55:00,45540.0,45580.0,45520.0,45560.0,7100
2025-03-04 14:00:00,45580.0,45720.0,45490.0,45660.0,31000
2025-03-04 14:05:00,45660.0,45770.0,45640.0,45730.0,16700
2025-03-04 14:10:00,45720.0,45780.0,45700.0,45760.0,9700
2025-03-04 14:15:00,45770.0,45810.0,45740.0,45760.0,12300
2025-03-04 14:20:00,45760.0,45830.0,45760.0,45800.0,6700
2025-03-04 14:25:00,45790.0,45840.0,45790.0,45820.0,8900
2025-03-04 14:30:00,45820.0,45900.0,45780.0,45900.0,15900
2025-03-04 14:35:00,45900.0,45910.0,45840.0,45870.0,10600
2025-03-04 14:40:00,45890.0,45960.0,45890.0,45920.0,11700
2025-03-04 14:45:00,45920.0,46040.0,45920.0,46030.0,14500
2025-03-04 14:50:00,46040.0,46060.0,46010.0,46050.0,9700
2025-03-04 14:55:00,46060.0,46200.0,46060.0,46190.0,17200
2025-03-04 15:00:00,46180.0,46230.0,46110.0,46200.0,22400
2025-03-04 15:05:00,46190.0,46210.0,46170.0,46180.0,16100
2025-03-04 15:10:00,46180.0,46210.0,46120.0,46200.0,24300
2025-03-04 15:15:00,46200.0,46280.0,46170.0,46260.0,17600
2025-03-04 15:20:00,46280.0,46310.0,46250.0,46260.0,25800
2025-03-05 09:05:00,46600.0,46710.0,46460.0,46610.0,17300
2025-03-05 09:10:00,46610.0,46610.0,46460.0,46570.0,16500
2025-03-05 09:15:00,46570.0,46610.0,46330.0,46330.0,25300
2025-03-05 09:20:00,46340.0,46430.0,46260.0,46390.0,19100
2025-03-05 09:25:00,46400.0,46740.0,46340.0,46720.0,35900
2025-03-05 09:30:00,46740.0,46900.0,46720.0,46790.0,45800
2025-03-05 09:35:00,46780.0,46870.0,46670.0,46850.0,21800
2025-03-05 09:40:00,46840.0,47010.0,46830.0,46940.0,28800
2025-03-05 09:45:00,46940.0,47050.0,46760.0,46770.0,27900
2025-03-05 09:50:00,46770.0,46800.0,46700.0,46770.0,13700
2025-03-05 09:55:00,46770.0,46950.0,46770.0,46830.0,11200
2025-03-05 10:00:00,46840.0,46980.0,46840.0,46860.0,15900
2025-03-05 10:05:00,46880.0,46910.0,46810.0,46890.0,9100
2025-03-05 10:10:00,46890.0,46900.0,46820.0,46830.0,7300
2025-03-05 10:15:00,46850.0,46920.0,46830.0,46880.0,6900
2025-03-05 10:20:00,46880.0,47050.0,46860.0,46990.0,20200
2025-03-05 10:25:00,47000.0,47130.0,47000.0,47110.0,26800
2025-03-05 10:30:00,47120.0,47150.0,46850.0,47090.0,33900
2025-03-05 10:35:00,47100.0,47140.0,47000.0,47020.0,10000
2025-03-05 10:40:00,47020.0,47110.0,47010.0,47090.0,12000
2025-03-05 10:45:00,47090.0,47090.0,47040.0,47080.0,5500
2025-03-05 10:50:00,47080.0,47200.0,47080.0,47180.0,17400
2025-03-05 10:55:00,47160.0,47190.0,47090.0,47100.0,12200
2025-03-05 11:00:00,47100.0,47130.0,47000.0,47060.0,15500
2025-03-05 11:05:00,47060.0,47090.0,47010.0,47040.0,7100
2025-03-05 11:10:00,47040.0,47050.0,46880.0,46900.0,13800
2025-03-05 11:15:00,46890.0,46930.0,46860.0,46870.0,9600
2025-03-05 11:20:00,46870.0,46990.0,46850.0,46970.0,8400
2025-03-05 11:25:00,46970.0,46990.0,46890.0,46930.0,8400
2025-03-05 11:30:00,46950.0,46990.0,46950.0,46990.0,21700
2025-03-05 12:30:00,47200.0,47310.0,47080.0,47280.0,71900
2025-03-05 12:35:00,47280.0,47300.0,47210.0,47290.0,14800
2025-03-05 12:40:00,47290.0,47300.0,47230.0,47230.0,12500
2025-03-05 12:45:00,47220.0,47310.0,47210.0,47270.0,22500
2025-03-05 12:50:00,47290.0,47340.0,47270.0,47320.0,14300
2025-03-05 12:55:00,47320.0,47430.0,47310.0,47380.0,22600
2025-03-05 13:00:00,47370.0,47390.0,47330.0,47380.0,9600
2025-03-05 13:05:00,47390.0,47390.0,47310.0,47350.0,10000
2025-03-05 13:10:00,47360.0,47400.0,47350.0,47350.0,16800
2025-03-05 13:15:00,47350.0,47390.0,47330.0,47360.0,12200
2025-03-05 13:20:00,47360.0,47360.0,47230.0,47230.0,13900
2025-03-05 13:25:00,47230.0,47280.0,47230.0,47230.0,7500
2025-03-05 13:30:00,47230.0,47250.0,47190.0,47220.0,7300
2025-03-05 13:35:00,47210.0,47210.0,47170.0,47190.0,6000
2025-03-05 13:40:00,47190.0,47190.0,47150.0,47170.0,6900
2025-03-05 13:45:00,47170.0,47170.0,47130.0,47150.0,9000
2025-03-05 13:50:00,47170.0,47200.0,47150.0,47150.0,8100
2025-03-05 13:55:00,47160.0,47200.0,47160.0,47160.0,4700
2025-03-05 14:00:00,47150.0,47150.0,47090.0,47110.0,9800
2025-03-05 14:05:00,47100.0,47120.0,47070.0,47120.0,7800
2025-03-05 14:10:00,47120.0,47130.0,47070.0,47100.0,9600
2025-03-05 14:15:00,47100.0,47100.0,47010.0,47030.0,10700
2025-03-05 14:20:00,47040.0,47070.0,47030.0,47070.0,7300
2025-03-05 14:25:00,47060.0,47110.0,47040.0,47040.0,9200
2025-03-05 14:30:00,47040.0,47070.0,47010.0,47030.0,7900
2025-03-05 14:35:00,47040.0,47080.0,47030.0,47040.0,7000
2025-03-05 14:40:00,47040.0,47080.0,47030.0,47050.0,5800
2025-03-05 14:45:00,47060.0,47070.0,47010.0,47070.0,7500
2025-03-05 14:50:00,47080.0,47140.0,47050.0,47140.0,7100
2025-03-05 14:55:00,47140.0,47150.0,47090.0,47120.0,9500
2025-03-05 15:00:00,47110.0,47160.0,47100.0,47110.0,11100
2025-03-05 15:05:00,47110.0,47120.0,47080.0,47080.0,8200
2025-03-05 15:10:00,47080.0,47140.0,47080.0,47140.0,7600
2025-03-05 15:15:00,47150.0,47150.0,47070.0,47070.0,11500
2025-03-05 15:20:00,47080.0,47120.0,47020.0,47050.0,23300
2025-03-06 09:05:00,47480.0,47660.0,47480.0,47620.0,18600
2025-03-06 09:10:00,47650.0,47750.0,47620.0,47750.0,24000
2025-03-06 09:15:00,47740.0,47910.0,47720.0,47850.0,34300
2025-03-06 09:20:00,47870.0,47970.0,47790.0,47800.0,25800
2025-03-06 09:25:00,47810.0,47840.0,47750.0,47790.0,14100
2025-03-06 09:30:00,47790.0,47840.0,47700.0,47820.0,9500
2025-03-06 09:35:00,47830.0,47910.0,47830.0,47880.0,13900
2025-03-06 09:40:00,47890.0,47900.0,47840.0,47850.0,10800
2025-03-06 09:45:00,47840.0,47870.0,47800.0,47800.0,9100
2025-03-06 09:50:00,47800.0,47820.0,47750.0,47760.0,9800
2025-03-06 09:55:00,47770.0,47770.0,47680.0,47700.0,11900
2025-03-06 10:00:00,47700.0,47750.0,47570.0,47610.0,14400
2025-03-06 10:05:00,47600.0,47610.0,47510.0,47580.0,10300
2025-03-06 10:10:00,47590.0,47720.0,47590.0,47690.0,8500
2025-03-06 10:15:00,47680.0,47820.0,47660.0,47790.0,13400
2025-03-06 10:20:00,47770.0,47790.0,47670.0,47710.0,6900
2025-03-06 10:25:00,47700.0,47800.0,47700.0,47750.0,10300
2025-03-06 10:30:00,47760.0,47760.0,47660.0,47720.0,5700
2025-03-06 10:35:00,47720.0,47770.0,47660.0,47660.0,4900
2025-03-06 10:40:00,47670.0,47710.0,47630.0,47660.0,8000
2025-03-06 10:45:00,47680.0,47750.0,47680.0,47730.0,7400
2025-03-06 10:50:00,47730.0,47910.0,47730.0,47910.0,28800
2025-03-06 10:55:00,47890.0,47940.0,47880.0,47940.0,12500
2025-03-06 11:00:00,47940.0,48030.0,47920.0,48020.0,31500
2025-03-06 11:05:00,48030.0,48050.0,48000.0,48030.0,11700
2025-03-06 11:10:00,48020.0,48020.0,47930.0,47940.0,10900
2025-03-06 11:15:00,47950.0,47960.0,47860.0,47860.0,9200
2025-03-06 11:20:00,47870.0,47900.0,47790.0,47810.0,10900
2025-03-06 11:25:00,47850.0,47900.0,47850.0,47870.0,7000
2025-03-06 11:30:00,47870.0,47870.0,47870.0,47870.0,10000
2025-03-06 12:30:00,47880.0,47890.0,47750.0,47820.0,35200
2025-03-06 12:35:00,47820.0,47840.0,47680.0,47680.0,9600
2025-03-06 12:40:00,47680.0,47770.0,47660.0,47770.0,8200
2025-03-06 12:45:00,47780.0,47820.0,47750.0,47780.0,9000
2025-03-06 12:50:00,47790.0,47810.0,47750.0,47800.0,6300
2025-03-06 12:55:00,47800.0,47830.0,47790.0,47800.0,8600
2025-03-06 13:00:00,47790.0,47810.0,47780.0,47800.0,5300
2025-03-06 13:05:00,47790.0,47810.0,47730.0,47750.0,7100
2025-03-06 13:10:00,47750.0,47750.0,47690.0,47690.0,4600
2025-03-06 13:15:00,47700.0,47730.0,47680.0,47710.0,4700
2025-03-06 13:20:00,47720.0,47730.0,47660.0,47670.0,7500
2025-03-06 13:25:00,47670.0,47730.0,47670.0,47720.0,2300
2025-03-06 13:30:00,47730.0,47840.0,47730.0,47800.0,9800
2025-03-06 13:35:00,47790.0,47820.0,47780.0,47780.0,3700
2025-03-06 13:40:00,47760.0,47770.0,47750.0,47750.0,3200
2025-03-06 13:45:00,47750.0,47820.0,47750.0,47810.0,4700
2025-03-06 13:50:00,47820.0,47830.0,47800.0,47830.0,2500
2025-03-06 13:55:00,47830.0,47840.0,47820.0,47840.0,4200
2025-03-06 14:00:00,47840.0,47910.0,47830.0,47900.0,10800
2025-03-06 14:05:00,47910.0,47920.0,47870.0,47880.0,9900
2025-03-06 14:10:00,47870.0,47940.0,47870.0,47930.0,11600
2025-03-06 14:15:00,47920.0,47930.0,47900.0,47900.0,5800
2025-03-06 14:20:00,47900.0,47900.0,47870.0,47880.0,6300
2025-03-06 14:25:00,47870.0,47870.0,47790.0,47830.0,8300
2025-03-06 14:30:00,47830.0,47830.0,47750.0,47760.0,6100
2025-03-06 14:35:00,47750.0,47750.0,47710.0,47710.0,4500
2025-03-06 14:40:00,47710.0,47720.0,47670.0,47710.0,7400
2025-03-06 14:45:00,47720.0,47780.0,47690.0,47780.0,7100
2025-03-06 14:50:00,47780.0,47790.0,47720.0,47760.0,6700
2025-03-06 14:55:00,47760.0,47770.0,47730.0,47750.0,9200
2025-03-06 15:00:00,47740.0,47800.0,47720.0,47800.0,8600
2025-03-06 15:05:00,47810.0,47860.0,47810.0,47810.0,10900
2025-03-06 15:10:00,47820.0,47820.0,47730.0,47740.0,6200
2025-03-06 15:15:00,47740.0,47770.0,47740.0,47740.0,7200
2025-03-06 15:20:00,47740.0,47780.0,47730.0,47780.0,12500
2025-03-07 09:05:00,46590.0,46910.0,46500.0,46660.0,28500
2025-03-07 09:10:00,46650.0,46720.0,46510.0,46560.0,21700
2025-03-07 09:15:00,46540.0,46590.0,46380.0,46400.0,34400
2025-03-07 09:20:00,46400.0,46420.0,46250.0,46280.0,31200
2025-03-07 09:25:00,46290.0,46340.0,46130.0,46340.0,41200
2025-03-07 09:30:00,46330.0,46450.0,46300.0,46410.0,21300
2025-03-07 09:35:00,46430.0,46430.0,46120.0,46130.0,26800
2025-03-07 09:40:00,46140.0,46250.0,46060.0,46060.0,25300
2025-03-07 09:45:00,46060.0,46090.0,45980.0,46040.0,30700
2025-03-07 09:50:00,46040.0,46220.0,46040.0,46210.0,12800
2025-03-07 09:55:00,46210.0,46260.0,46140.0,46210.0,15900
2025-03-07 10:00:00,46230.0,46240.0,46150.0,46230.0,12800
2025-03-07 10:05:00,46210.0,46330.0,46210.0,46290.0,12100
2025-03-07 10:10:00,46290.0,46420.0,46250.0,46410.0,16400
2025-03-07 10:15:00,46410.0,46450.0,46350.0,46420.0,17200
2025-03-07 10:20:00,46430.0,46470.0,46350.0,46460.0,13200
2025-03-07 10:25:00,46470.0,46490.0,46370.0,46400.0,9700
2025-03-07 10:30:00,46380.0,46380.0,46250.0,46300.0,17200
2025-03-07 10:35:00,46310.0,46370.0,46280.0,46340.0,8600
2025-03-07 10:40:00,46340.0,46380.0,46270.0,46380.0,7100
2025-03-07 10:45:00,46370.0,46430.0,46350.0,46380.0,8800
2025-03-07 10:50:00,46400.0,46400.0,46290.0,46340.0,11000
2025-03-07 10:55:00,46340.0,46370.0,46320.0,46350.0,7600
2025-03-07 11:00:00,46340.0,46410.0,46310.0,46380.0,9600
2025-03-07 11:05:00,46370.0,46410.0,46360.0,46390.0,6900
2025-03-07 11:10:00,46380.0,46440.0,46360.0,46400.0,6400
2025-03-07 11:15:00,46400.0,46460.0,46390.0,46390.0,8900
2025-03-07 11:20:00,46380.0,46380.0,46240.0,46310.0,16700
2025-03-07 11:25:00,46300.0,46350.0,46270.0,46330.0,11000
2025-03-07 11:30:00,46370.0,46370.0,46370.0,46370.0,3300
2025-03-07 12:30:00,46340.0,46340.0,46180.0,46270.0,42900
2025-03-07 12:35:00,46280.0,46340.0,46230.0,46230.0,13500
2025-03-07 12:40:00,46230.0,46270.0,46180.0,46250.0,10800
2025-03-07 12:45:00,46250.0,46270.0,46150.0,46180.0,11600
2025-03-07 12:50:00,46190.0,46210.0,46160.0,46180.0,6100
2025-03-07 12:55:00,46200.0,46230.0,46190.0,46200.0,8100
2025-03-07 13:00:00,46200.0,46230.0,46170.0,46220.0,10000
2025-03-07 13:05:00,46230.0,46280.0,46200.0,46220.0,12300
2025-03-07 13:10:00,46220.0,46270.0,46160.0,46180.0,11900
2025-03-07 13:15:00,46160.0,46170.0,46100.0,46150.0,27300
2025-03-07 13:20:00,46150.0,46180.0,46140.0,46160.0,5300
2025-03-07 13:25:00,46150.0,46150.0,46050.0,46090.0,21800
2025-03-07 13:30:00,46100.0,46140.0,46010.0,46020.0,17400
2025-03-07 13:35:00,46020.0,46080.0,46010.0,46050.0,6900
2025-03-07 13:40:00,46050.0,46100.0,46050.0,46080.0,4300
2025-03-07 13:45:00,46080.0,46200.0,46080.0,46190.0,7300
2025-03-07 13:50:00,46200.0,46230.0,46160.0,46180.0,6100
2025-03-07 13:55:00,46160.0,46220.0,46150.0,46210.0,11100
2025-03-07 14:00:00,46210.0,46220.0,46150.0,46150.0,11000
2025-03-07 14:05:00,46160.0,46180.0,46150.0,46150.0,6900
2025-03-07 14:10:00,46150.0,46170.0,46110.0,46120.0,11000
2025-03-07 14:15:00,46120.0,46170.0,46100.0,46170.0,5900
2025-03-07 14:20:00,46180.0,46210.0,46150.0,46210.0,6800
2025-03-07 14:25:00,46220.0,46290.0,46220.0,46260.0,21300
2025-03-07 14:30:00,46250.0,46290.0,46200.0,46200.0,7800
2025-03-07 14:35:00,46200.0,46210.0,46190.0,46190.0,4500
2025-03-07 14:40:00,46200.0,46210.0,46150.0,46160.0,7700
2025-03-07 14:45:00,46170.0,46190.0,46160.0,46180.0,5300
2025-03-07 14:50:00,46170.0,46180.0,46070.0,46070.0,16500
2025-03-07 14:55:00,46080.0,46110.0,46060.0,46090.0,9500
2025-03-07 15:00:00,46090.0,46100.0,45980.0,45980.0,23300
2025-03-07 15:05:00,45990.0,46030.0,45950.0,46020.0,15200
2025-03-07 15:10:00,46010.0,46060.0,46000.0,46050.0,13700
2025-03-07 15:15:00,46060.0,46100.0,46040.0,46040.0,23100
2025-03-07 15:20:00,46040.0,46050.0,46000.0,46010.0,23600
2025-03-10 09:00:00,46180.0,46260.0,45920.0,45960.0,82600
2025-03-10 09:05:00,45960.0,45970.0,45800.0,45940.0,0
2025-03-10 09:10:00,45940.0,46070.0,45770.0,45840.0,25400
2025-03-10 09:15:00,45840.0,45890.0,45760.0,45790.0,12200
2025-03-10 09:20:00,45760.0,45840.0,45680.0,45700.0,16300
2025-03-10 09:25:00,45680.0,45690.0,45520.0,45530.0,26700
2025-03-10 09:30:00,45540.0,45660.0,45520.0,45590.0,16200
2025-03-10 09:35:00,45580.0,45650.0,45580.0,45650.0,11400
2025-03-10 09:40:00,45650.0,45730.0,45620.0,45640.0,12000
2025-03-10 09:45:00,45640.0,45660.0,45590.0,45630.0,11100
2025-03-10 09:50:00,45630.0,45630.0,45520.0,45530.0,13200
2025-03-10 09:55:00,45550.0,45600.0,45530.0,45550.0,8800
2025-03-10 10:00:00,45560.0,45630.0,45560.0,45580.0,11900
2025-03-10 10:05:00,45590.0,45640.0,45570.0,45620.0,10900
2025-03-10 10:10:00,45620.0,45670.0,45600.0,45600.0,12300
2025-03-10 10:15:00,45590.0,45610.0,45510.0,45590.0,13800
2025-03-10 10:20:00,45590.0,45630.0,45520.0,45550.0,11200
2025-03-10 10:25:00,45560.0,45580.0,45490.0,45570.0,20800
2025-03-10 10:30:00,45570.0,45740.0,45570.0,45710.0,15900
2025-03-10 10:35:00,45720.0,45780.0,45670.0,45780.0,8300
2025-03-10 10:40:00,45770.0,45820.0,45740.0,45760.0,17400
2025-03-10 10:45:00,45750.0,45870.0,45740.0,45760.0,9200
2025-03-10 10:50:00,45770.0,45800.0,45680.0,45730.0,8500
2025-03-10 10:55:00,45750.0,45860.0,45750.0,45840.0,8300
2025-03-10 11:00:00,45840.0,45870.0,45780.0,45780.0,8300
2025-03-10 11:05:00,45790.0,45840.0,45790.0,45840.0,6100
2025-03-10 11:10:00,45840.0,45840.0,45810.0,45840.0,6400
2025-03-10 11:15:00,45830.0,45860.0,45800.0,45820.0,7200
2025-03-10 11:20:00,45820.0,45880.0,45820.0,45870.0,4400
2025-03-10 11:25:00,45870.0,45900.0,45830.0,45830.0,6600
2025-03-10 11:30:00,45830.0,45830.0,45820.0,45820.0,9300
2025-03-10 12:30:00,45720.0,45790.0,45670.0,45750.0,36300
2025-03-10 12:35:00,45740.0,45830.0,45740.0,45830.0,13800
2025-03-10 12:40:00,45840.0,45910.0,45840.0,45880.0,9000
2025-03-10 12:45:00,45880.0,45890.0,45850.0,45890.0,7200
2025-03-10 12:50:00,45890.0,45910.0,45870.0,45890.0,3500
2025-03-10 12:55:00,45900.0,45940.0,45870.0,45890.0,9900
2025-03-10 13:00:00,45890.0,45920.0,45880.0,45910.0,5900
2025-03-10 13:05:00,45900.0,45930.0,45890.0,45900.0,5700
2025-03-10 13:10:00,45890.0,45900.0,45880.0,45880.0,3900
2025-03-10 13:15:00,45870.0,45890.0,45820.0,45860.0,11800
2025-03-10 13:20:00,45850.0,45870.0,45800.0,45800.0,8100
2025-03-10 13:25:00,45810.0,45850.0,45740.0,45750.0,7300
2025-03-10 13:30:00,45750.0,45800.0,45750.0,45770.0,7400
2025-03-10 13:35:00,45780.0,45800.0,45740.0,45750.0,6600
2025-03-10 13:40:00,45750.0,45770.0,45740.0,45750.0,5600
2025-03-10 13:45:00,45760.0,45780.0,45760.0,45770.0,3500
2025-03-10 13:50:00,45770.0,45780.0,45670.0,45670.0,13300
2025-03-10 13:55:00,45680.0,45680.0,45620.0,45660.0,6000
2025-03-10 14:00:00,45670.0,45720.0,45640.0,45640.0,7700
2025-03-10 14:05:00,45630.0,45660.0,45590.0,45640.0,7000
2025-03-10 14:10:00,45640.0,45730.0,45640.0,45730.0,6500
2025-03-10 14:15:00,45720.0,45720.0,45680.0,45690.0,4500
2025-03-10 14:20:00,45710.0,45730.0,45700.0,45730.0,6500
2025-03-10 14:25:00,45720.0,45780.0,45700.0,45780.0,9400
2025-03-10 14:30:00,45780.0,45780.0,45720.0,45740.0,5700
2025-03-10 14:35:00,45740.0,45770.0,45720.0,45740.0,5000
2025-03-10 14:40:00,45740.0,45760.0,45720.0,45760.0,6400
2025-03-10 14:45:00,45760.0,45790.0,45750.0,45780.0,7200
2025-03-10 14:50:00,45780.0,45790.0,45760.0,45770.0,7400
